,COP,PLR,Temp
2013-01-13 01:00:00,0.0,0.0,7.0
2013-01-13 02:00:00,0.0,0.0,7.0
2013-01-13 03:00:00,0.0,0.0,7.0
2013-01-13 04:00:00,0.0,0.0,7.0
2013-01-13 05:00:00,0.0,0.0,7.0
2013-01-13 06:00:00,0.0,0.0,7.0
2013-01-13 07:00:00,0.0,0.22049704867862302,7.0
2013-01-13 08:00:00,0.0,0.33575495968231894,7.0
2013-01-13 09:00:00,0.0,0.25,7.0
2013-01-13 10:00:00,0.0,0.25,7.0
2013-01-13 11:00:00,0.0,0.25,7.0
2013-01-13 12:00:00,0.0,0.25,7.0
2013-01-13 13:00:00,0.0,0.25,7.0
2013-01-13 14:00:00,0.0,0.25,7.0
2013-01-13 15:00:00,0.0,0.25,7.0
2013-01-13 16:00:00,0.0,0.25,7.0
2013-01-13 17:00:00,0.0,0.25,7.0
2013-01-13 18:00:00,0.0,0.25,7.0
2013-01-13 19:00:00,0.0,0.25,7.0
2013-01-13 20:00:00,0.0,0.25,7.0
2013-01-13 21:00:00,0.0,0.25,7.0
2013-01-13 22:00:00,0.0,0.25,7.0
2013-01-13 23:00:00,0.0,0.0,7.0
2013-01-14 00:00:00,0.0,0.0,7.0
2013-07-20 01:00:00,0.0,0.0,33.0
2013-07-20 02:00:00,0.0,0.0,33.0
2013-07-20 03:00:00,0.0,0.0,33.0
2013-07-20 04:00:00,0.0,0.0,33.0
2013-07-20 05:00:00,0.0,0.0,33.0
2013-07-20 06:00:00,0.0,0.0,33.0
2013-07-20 07:00:00,4.2054698090201805,0.49810488089966,33.0
2013-07-20 08:00:00,3.73157692106514,0.961679440688902,33.0
2013-07-20 09:00:00,3.6865533183162498,0.9151864586355629,33.0
2013-07-20 10:00:00,3.6578431894119,0.9215234673864978,33.0
2013-07-20 11:00:00,3.8736934548723103,0.826774003686728,33.0
2013-07-20 12:00:00,4.23919300152268,0.670143751377964,33.0
2013-07-20 13:00:00,4.4039399189045,0.600128865231902,33.0
2013-07-20 14:00:00,4.42907209775883,0.5943039391113001,33.0
2013-07-20 15:00:00,4.44452374950426,0.5831195284936801,33.0
2013-07-20 16:00:00,4.46289963406104,0.559304018171724,33.0
2013-07-20 17:00:00,4.465814316651651,0.520983770298542,33.0
2013-07-20 18:00:00,4.40775765853375,0.47090926780033904,33.0
2013-07-20 19:00:00,4.28013427115882,0.424479254177381,33.0
2013-07-20 20:00:00,4.2160185901052305,0.406388875370242,33.0
2013-07-20 21:00:00,4.17421464868002,0.39697141265603003,33.0
2013-07-20 22:00:00,4.14209483965785,0.39049513540066993,33.0
2013-07-20 23:00:00,2.66543743916124,0.234375,33.0
2013-07-21 00:00:00,2.94237846301094,0.25,33.0
2013-01-01 01:00:00,0.0,0.0,14.3
2013-01-01 02:00:00,0.0,0.0,15.2416666666667
2013-01-01 03:00:00,0.0,0.0,15.141666666666698
2013-01-01 04:00:00,0.0,0.0,15.158333333333301
2013-01-01 05:00:00,0.0,0.0,15.2
2013-01-01 06:00:00,0.0,0.0,15.141666666666698
2013-01-01 07:00:00,0.0,0.0,14.75
2013-01-01 08:00:00,0.0,0.23124301876323897,14.675
2013-01-01 09:00:00,0.0,0.166666666666667,15.3833333333333
2013-01-01 10:00:00,0.0,0.0,16.675
2013-01-01 11:00:00,0.0,0.0,18.7
2013-01-01 12:00:00,0.0,0.0,20.283333333333303
2013-01-01 13:00:00,0.0,0.0,21.108333333333302
2013-01-01 14:00:00,2.0479438779496597,0.166666666666667,21.1666666666667
2013-01-01 15:00:00,3.07972433895993,0.25,20.475
2013-01-01 16:00:00,0.0,0.0,19.6916666666667
2013-01-01 17:00:00,0.0,0.0,18.466666666666697
2013-01-01 18:00:00,0.0,0.0,16.6333333333333
2013-01-01 19:00:00,0.0,0.0,15.391666666666698
2013-01-01 20:00:00,0.0,0.0,14.691666666666698
2013-01-01 21:00:00,0.0,0.0,14.225
2013-01-01 22:00:00,0.0,0.0,13.8666666666667
